clean_name,season,position,games,fantasy_points_ppr,targets,carries,receiving_yards,rushing_yards,receptions,receiving_tds,rushing_tds,passing_yards,passing_tds,interceptions,team,name,player_key,avg_fantasy_points_3yr,avg_targets_3yr,avg_carries_3yr,performance_trend_pct,consistency_score,seasons_played,total_games,avg_opportunity,catch_rate,yards_per_target,total_touches,yards_per_touch,passing_efficiency,points_per_game,opportunity_share
B.CORUM,2023,WR,16.0,26.9,7.0,50.0,34.0,195.0,4.0,0.0,0.0,0.0,0.0,0.0,LA,B.CORUM,B.CORUM_WR,26.049999999999997,6.5,44.0,6.7460317460317425,21.67074311754067,2,31.0,50.5,0.5714285714285714,4.857142857142857,0.0,0.0,0.0,1.68125,57.0
B.HALL,2023,WR,16.0,171.4,63.0,149.0,381.0,633.0,40.0,2.0,3.0,0.0,0.0,0.0,NYJ,B.HALL,B.HALL_WR,158.7,51.5,130.0,17.397260273972606,8.83605087986654,2,31.0,181.5,0.6349206349206349,6.0476190476190474,0.0,0.0,0.0,10.7125,212.0
B.IRVING,2023,WR,16.0,190.6,39.0,178.0,272.0,944.0,27.0,0.0,7.0,0.0,0.0,0.0,TB,B.IRVING,B.IRVING_WR,182.25,33.5,171.0,9.603220241518107,15.433558188173457,2,31.0,204.5,0.6923076923076923,6.9743589743589745,0.0,0.0,0.0,11.9125,217.0
B.MAYFIELD,2023,WR,16.0,39.4,0.0,47.0,1.0,273.0,0.0,0.0,2.0,0.0,0.0,0.0,TB,B.MAYFIELD,B.MAYFIELD_WR,40.05,0.0,45.0,-3.1941031941032048,43.568656286955594,2,31.0,45.0,0.0,1.0,0.0,0.0,0.0,2.4625,47.0
B.MEANS,2023,WR,16.0,15.0,11.0,0.0,100.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,NO,B.MEANS,B.MEANS_WR,14.8,11.0,0.0,2.739726027397263,52.32590180780447,2,31.0,11.0,0.45454545454545453,9.090909090909092,0.0,0.0,0.0,0.9375,11.0
B.MELTON,2023,WR,16.0,18.6,17.0,6.0,82.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,GB,B.MELTON,B.MELTON_WR,16.950000000000003,16.0,5.0,21.568627450980397,7.263915115825443,2,31.0,21.0,0.35294117647058826,4.823529411764706,0.0,0.0,0.0,1.1625,23.0
B.NIX,2023,WR,16.0,91.1,22.0,73.0,142.0,399.0,7.0,2.0,3.0,0.0,0.0,0.0,DEN,B.NIX,B.NIX_WR,87.4,16.0,56.0,8.841099163679798,16.70300883127144,2,31.0,72.0,0.3181818181818182,6.454545454545454,0.0,0.0,0.0,5.69375,95.0
B.PURDY,2023,WR,16.0,57.6,1.0,51.0,25.0,241.0,1.0,0.0,5.0,0.0,0.0,0.0,SF,B.PURDY,B.PURDY_WR,49.400000000000006,1.0,48.5,39.80582524271844,4.2598871939774945,2,31.0,49.5,1.0,25.0,0.0,0.0,0.0,3.6,52.0
B.ROBINSON,2023,WR,16.0,120.4,12.0,125.0,97.0,627.0,12.0,0.0,6.0,0.0,0.0,0.0,ATL,B.ROBINSON,B.ROBINSON_WR,118.05000000000001,11.0,147.0,4.062229904926537,35.52083213577527,2,31.0,158.0,1.0,8.083333333333334,0.0,0.0,0.0,7.525,137.0
B.STRANGE,2023,WR,16.0,71.5,50.0,0.0,365.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,JAX,B.STRANGE,B.STRANGE_WR,64.9,40.5,0.0,22.64150943396227,6.953216681667717,2,31.0,40.5,0.58,7.3,0.0,0.0,0.0,4.46875,50.0
B.THOMAS,2023,WR,16.0,195.4,94.0,4.0,837.0,37.0,60.0,8.0,0.0,0.0,0.0,0.0,JAX,B.THOMAS,B.THOMAS_WR,193.85000000000002,90.0,3.5,1.6120644825793,88.43396744065325,2,31.0,93.5,0.6382978723404256,8.904255319148936,0.0,0.0,0.0,12.2125,98.0
B.WRIGHT,2023,WR,16.0,19.8,11.0,0.0,58.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,DET,B.WRIGHT,B.WRIGHT_WR,19.8,11.0,0.0,0.0,0.0,1,16.0,11.0,0.7272727272727273,5.2727272727272725,0.0,0.0,0.0,1.2375,11.0
B.YOUNG,2023,WR,16.0,58.0,5.0,32.0,34.0,216.0,3.0,1.0,4.0,0.0,0.0,0.0,CAR,B.YOUNG,B.YOUNG_WR,54.2,4.0,29.0,15.07936507936508,10.08557566850286,2,31.0,33.0,0.6,6.8,0.0,0.0,0.0,3.625,37.0
C.AKERS,2023,WR,16.0,62.1,15.0,84.0,47.0,314.0,8.0,2.0,1.0,0.0,0.0,0.0,MIN,C.AKERS,C.AKERS_WR,56.7,14.5,87.0,21.052631578947377,7.424621202458746,2,31.0,101.5,0.5333333333333333,3.1333333333333333,0.0,0.0,0.0,3.88125,99.0
C.AUSTIN,2023,WR,16.0,76.0,51.0,0.0,380.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,PIT,C.AUSTIN,C.AUSTIN_WR,77.75,40.5,0.0,-4.40251572327044,31.415744135573753,2,31.0,40.5,0.5098039215686274,7.450980392156863,0.0,0.0,0.0,4.75,51.0
C.BROOKS,2023,WR,16.0,32.8,10.0,24.0,70.0,148.0,11.0,0.0,0.0,0.0,0.0,0.0,GB,C.BROOKS,C.BROOKS_WR,29.349999999999998,11.0,21.0,26.640926640926637,6.015531602268165,2,31.0,32.0,1.1,7.0,0.0,0.0,0.0,2.05,34.0
C.BROWN,2023,WR,16.0,183.5,54.0,189.0,197.0,898.0,44.0,2.0,3.0,0.0,0.0,0.0,CIN,C.BROWN,C.BROWN_WR,166.85,45.0,181.5,22.170439414114522,7.085931918376902,2,31.0,226.5,0.8148148148148148,3.6481481481481484,0.0,0.0,0.0,11.46875,243.0
C.GODWIN,2023,WR,16.0,123.5,47.0,0.0,454.0,1.0,42.0,6.0,0.0,0.0,0.0,0.0,TB,C.GODWIN,C.GODWIN_WR,111.2,44.0,0.0,24.873609706774513,6.392705208775943,2,31.0,44.0,0.8936170212765957,9.659574468085106,0.0,0.0,0.0,7.71875,47.0
C.HUBBARD,2023,WR,16.0,148.3,48.0,190.0,144.0,709.0,27.0,0.0,6.0,0.0,0.0,0.0,CAR,C.HUBBARD,C.HUBBARD_WR,151.5,45.5,154.5,-4.1370394311570635,33.47708667180073,2,31.0,200.0,0.5625,3.0,0.0,0.0,0.0,9.26875,238.0
C.KIRK,2023,WR,16.0,51.9,39.0,0.0,259.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,JAX,C.KIRK,C.KIRK_WR,51.599999999999994,35.0,0.0,1.1695906432748566,121.62236636408588,2,31.0,35.0,0.5128205128205128,6.641025641025641,0.0,0.0,0.0,3.24375,39.0
C.KMET,2023,WR,16.0,81.3,42.0,0.0,353.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,CHI,C.KMET,C.KMET_WR,86.0,38.0,0.0,-10.363836824696808,12.938549613200648,2,31.0,38.0,0.8095238095238095,8.404761904761905,0.0,0.0,0.0,5.08125,42.0
C.KUPP,2023,WR,16.0,146.4,92.0,1.0,658.0,6.0,56.0,4.0,0.0,0.0,0.0,0.0,LA,C.KUPP,C.KUPP_WR,131.85,79.5,1.0,24.808184143222515,6.4076995944636606,2,31.0,80.5,0.6086956521739131,7.1521739130434785,0.0,0.0,0.0,9.15,93.0
C.LAMB,2023,WR,16.0,235.3,134.0,0.0,973.0,0.0,90.0,8.0,0.0,0.0,0.0,0.0,DAL,C.LAMB,C.LAMB_WR,208.95,113.0,0.0,28.86089813800658,5.6072091813635305,2,31.0,113.0,0.6716417910447762,7.2611940298507465,0.0,0.0,0.0,14.70625,134.0
C.MCCAFFREY,2023,WR,16.0,36.3,12.0,43.0,121.0,152.0,9.0,0.0,0.0,0.0,0.0,0.0,SF,C.MCCAFFREY,C.MCCAFFREY_WR,32.3,10.5,35.5,28.2685512367491,5.709887258081373,2,31.0,46.0,0.75,10.083333333333334,0.0,0.0,0.0,2.26875,55.0
C.OKONKWO,2023,WR,16.0,101.0,61.0,0.0,431.0,9.0,45.0,2.0,0.0,0.0,0.0,0.0,TEN,C.OKONKWO,C.OKONKWO_WR,86.05,54.0,0.0,42.053445850914215,4.070002576662368,2,31.0,54.0,0.7377049180327869,7.065573770491803,0.0,0.0,0.0,6.3125,61.0
C.OLAVE,2023,WR,16.0,71.4,42.0,0.0,311.0,3.0,28.0,2.0,0.0,0.0,0.0,0.0,NO,C.OLAVE,C.OLAVE_WR,66.1,38.0,0.0,17.434210526315805,8.818822308760518,2,31.0,38.0,0.6666666666666666,7.404761904761905,0.0,0.0,0.0,4.4625,42.0
C.OTTON,2023,WR,16.0,120.0,71.0,0.0,560.0,0.0,52.0,2.0,0.0,0.0,0.0,0.0,TB,C.OTTON,C.OTTON_WR,105.15,66.5,0.0,32.89036544850499,5.006887410219897,2,31.0,66.5,0.7323943661971831,7.887323943661972,0.0,0.0,0.0,7.5,71.0
C.PARKINSON,2023,WR,16.0,65.2,41.0,0.0,242.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,LA,C.PARKINSON,C.PARKINSON_WR,52.0,41.0,0.0,68.04123711340209,2.7855721683106416,2,31.0,41.0,0.8536585365853658,5.902439024390244,0.0,0.0,0.0,4.075,41.0
C.PATTERSON,2023,TE,16.0,23.0,9.0,25.0,57.0,93.0,8.0,0.0,0.0,0.0,0.0,0.0,PIT,C.PATTERSON,C.PATTERSON_TE,21.85,8.5,24.0,11.111111111111114,13.435028842544401,2,31.0,32.5,0.8888888888888888,6.333333333333333,0.0,0.0,0.0,1.4375,34.0
C.REYNOLDS,2023,WR,16.0,10.4,2.0,16.0,29.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,DET,C.REYNOLDS,C.REYNOLDS_WR,10.15,2.0,15.5,5.05050505050505,28.70853531617383,2,31.0,17.5,0.5,14.5,0.0,0.0,0.0,0.65,18.0
C.RIDLEY,2023,WR,16.0,146.3,96.0,6.0,714.0,39.0,47.0,4.0,0.0,0.0,0.0,0.0,TEN,C.RIDLEY,C.RIDLEY_WR,142.75,94.5,5.0,5.100574712643695,28.43366000405052,2,31.0,99.5,0.4895833333333333,7.4375,0.0,0.0,0.0,9.14375,102.0
C.RODRIGUEZ,2023,WR,16.0,17.7,0.0,22.0,9.0,108.0,0.0,0.0,1.0,0.0,0.0,0.0,WAS,C.RODRIGUEZ,C.RODRIGUEZ_WR,17.2,0.0,21.5,5.9880239520958085,24.324473272817233,2,31.0,21.5,0.0,9.0,0.0,0.0,0.0,1.10625,22.0
C.SAMUEL,2023,WR,16.0,63.0,43.0,3.0,259.0,11.0,24.0,2.0,0.0,0.0,0.0,0.0,BUF,C.SAMUEL,C.SAMUEL_WR,49.9,37.5,3.0,71.19565217391306,2.6934830825350167,2,31.0,40.5,0.5581395348837209,6.023255813953488,0.0,0.0,0.0,3.9375,46.0
C.STEELE,2023,TE,16.0,16.7,8.0,40.0,24.0,103.0,4.0,0.0,0.0,0.0,0.0,0.0,KC,C.STEELE,C.STEELE_TE,17.9,7.0,35.0,-12.56544502617802,10.547676152699324,2,31.0,42.0,0.5,3.0,0.0,0.0,0.0,1.04375,48.0
C.STOVER,2023,WR,16.0,23.0,14.0,0.0,90.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,HOU,C.STOVER,C.STOVER_WR,24.9,15.0,0.0,-14.179104477611942,9.266820448181594,2,31.0,15.0,1.0,6.428571428571429,0.0,0.0,0.0,1.4375,14.0
C.STROUD,2023,WR,16.0,36.0,1.0,43.0,17.0,333.0,1.0,0.0,0.0,0.0,0.0,0.0,HOU,C.STROUD,C.STROUD_WR,31.65,1.5,39.0,31.868131868131865,5.1448114079435,2,31.0,40.5,1.0,17.0,0.0,0.0,0.0,2.25,44.0
C.SUTTON,2023,WR,16.0,182.5,115.0,0.0,885.0,0.0,70.0,4.0,0.0,0.0,0.0,0.0,DEN,C.SUTTON,C.SUTTON_WR,170.2,106.5,0.0,15.579480683977195,9.784518224223609,2,31.0,106.5,0.6086956521739131,7.695652173913044,0.0,0.0,0.0,11.40625,115.0
C.TILLMAN,2023,WR,16.0,53.8,33.0,0.0,268.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,CLE,C.TILLMAN,C.TILLMAN_WR,47.55,32.5,0.0,30.26634382566586,5.379668391267253,2,31.0,32.5,0.6363636363636364,8.121212121212121,0.0,0.0,0.0,3.3625,33.0
C.WATSON,2023,WR,16.0,65.9,42.0,2.0,420.0,19.0,16.0,1.0,0.0,0.0,0.0,0.0,GB,C.WATSON,C.WATSON_WR,67.30000000000001,38.5,2.0,-4.075691411935949,33.99163312418193,2,31.0,40.5,0.38095238095238093,10.0,0.0,0.0,0.0,4.11875,44.0
C.WILLIAMS,2023,WR,16.0,38.7,3.0,61.0,0.0,377.0,1.0,0.0,0.0,0.0,0.0,0.0,CHI,C.WILLIAMS,C.WILLIAMS_WR,35.6,3.0,58.0,19.076923076923087,8.12032303556164,2,31.0,61.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.41875,64.0
C.WILSON,2023,WR,16.0,36.7,26.0,0.0,197.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,NO,C.WILSON,C.WILSON_WR,34.900000000000006,18.5,0.0,10.876132930513599,13.710014813005836,2,31.0,18.5,0.6538461538461539,7.576923076923077,0.0,0.0,0.0,2.29375,26.0
COOPER KUPP,2024,WR,12.0,190.0,113.0,2.0,710.0,28.0,67.0,6.0,0.0,0.0,0.0,0.0,LAR,COOPER KUPP,COOPER KUPP_WR,190.0,113.0,2.0,0.0,0.0,1,12.0,115.0,0.5929203539823009,6.283185840707965,0.0,0.0,0.0,15.833333333333334,115.0
D.ACHANE,2023,WR,16.0,226.8,74.0,177.0,523.0,775.0,55.0,4.0,3.0,0.0,0.0,0.0,MIA,D.ACHANE,D.ACHANE_WR,209.0,69.0,168.0,18.619246861924697,8.302545913931928,2,31.0,237.0,0.7432432432432432,7.0675675675675675,0.0,0.0,0.0,14.175,251.0
D.ADAMS,2023,WR,16.0,199.7,117.0,0.0,907.0,0.0,79.0,5.0,0.0,0.0,0.0,0.0,NYJ,D.ADAMS,D.ADAMS_WR,193.1,109.0,0.0,7.077747989276133,20.688230219260976,2,31.0,109.0,0.6752136752136753,7.752136752136752,0.0,0.0,0.0,12.48125,117.0
D.BELLINGER,2023,WR,16.0,21.3,13.0,0.0,83.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,NYG,D.BELLINGER,D.BELLINGER_WR,18.75,14.0,0.0,31.481481481481495,5.199314567548142,2,31.0,14.0,1.0,6.384615384615385,0.0,0.0,0.0,1.33125,13.0
D.BROWN,2023,WR,16.0,96.2,48.0,2.0,558.0,14.0,33.0,1.0,0.0,0.0,0.0,0.0,WAS,D.BROWN,D.BROWN_WR,85.35,47.5,2.0,29.127516778523493,5.562356108227817,2,31.0,49.5,0.6875,11.625,0.0,0.0,0.0,6.0125,50.0
D.CARTER,2023,TE,16.0,11.6,12.0,0.0,56.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,CHI,D.CARTER,D.CARTER_TE,11.05,12.0,0.0,10.476190476190473,14.20641805838428,2,31.0,12.0,0.5,4.666666666666667,0.0,0.0,0.0,0.725,12.0
D.DAVIS,2023,WR,16.0,37.1,17.0,8.0,80.0,31.0,14.0,2.0,0.0,0.0,0.0,0.0,LAC,D.DAVIS,D.DAVIS_WR,32.3,16.0,8.5,34.909090909090914,4.758239381734475,2,31.0,24.5,0.8235294117647058,4.705882352941177,0.0,0.0,0.0,2.31875,25.0
D.DOUGLAS,2023,WR,16.0,99.8,80.0,2.0,427.0,11.0,44.0,2.0,0.0,0.0,0.0,0.0,NE,D.DOUGLAS,D.DOUGLAS_WR,97.94999999999999,76.0,1.5,3.850156087408952,37.43843741471474,2,31.0,77.5,0.55,5.3375,0.0,0.0,0.0,6.2375,82.0
D.DUVERNAY,2023,WR,16.0,16.0,12.0,3.0,58.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,JAX,D.DUVERNAY,D.DUVERNAY_WR,14.0,13.0,3.0,33.33333333333333,4.949747468305833,2,31.0,16.0,0.8333333333333334,4.833333333333333,0.0,0.0,0.0,1.0,15.0
D.FOREMAN,2023,WR,16.0,26.8,6.0,40.0,52.0,166.0,5.0,0.0,0.0,0.0,0.0,0.0,CLE,D.FOREMAN,D.FOREMAN_WR,29.05,6.0,46.0,-14.376996805111823,9.129534219319646,2,31.0,52.0,0.8333333333333334,8.666666666666666,0.0,0.0,0.0,1.675,46.0
D.GOEDERT,2023,WR,16.0,91.5,56.0,1.0,315.0,10.0,47.0,2.0,0.0,0.0,0.0,0.0,PHI,D.GOEDERT,D.GOEDERT_WR,90.9,59.0,1.0,1.328903654485053,107.1266773497617,2,31.0,60.0,0.8392857142857143,5.625,0.0,0.0,0.0,5.71875,57.0
D.HENRY,2023,RB,16.0,258.7,8.0,256.0,79.0,1548.0,12.0,0.0,14.0,0.0,0.0,0.0,BAL,D.HENRY,D.HENRY_RB,220.05,7.5,211.5,42.61300992282248,4.025843394569207,2,31.0,219.0,0.0,0.0,264.0,6.162878787878788,0.0,16.16875,264.0
D.HOPKINS,2023,WR,16.0,108.5,89.0,0.0,445.0,0.0,40.0,4.0,0.0,0.0,0.0,0.0,KC,D.HOPKINS,D.HOPKINS_WR,104.35,80.5,0.0,8.283433133732531,17.77990183537741,2,31.0,80.5,0.449438202247191,5.0,0.0,0.0,0.0,6.78125,89.0
D.JOHNSON,2023,WR,16.0,29.0,18.0,25.0,78.0,112.0,10.0,0.0,0.0,0.0,0.0,0.0,JAX,D.JOHNSON,D.JOHNSON_WR,28.6,21.0,22.0,2.8368794326241162,50.5581348548381,2,31.0,43.0,0.5555555555555556,4.333333333333333,0.0,0.0,0.0,1.8125,43.0
D.JONES,2023,WR,16.0,21.0,0.0,27.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,D.JONES,D.JONES_WR,23.1,0.0,32.5,-16.666666666666664,7.778174593052024,2,31.0,32.5,0.0,0.0,0.0,0.0,0.0,1.3125,27.0
D.KINCAID,2023,WR,16.0,92.8,47.0,0.0,408.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,BUF,D.KINCAID,D.KINCAID_WR,80.1,51.0,0.0,37.685459940652805,4.459783714412793,2,31.0,51.0,0.9787234042553191,8.680851063829786,0.0,0.0,0.0,5.8,47.0
D.KNOX,2023,WR,16.0,39.2,23.0,0.0,182.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,BUF,D.KNOX,D.KNOX_WR,35.5,23.5,0.0,23.27044025157233,6.78440290057363,2,31.0,23.5,0.9130434782608695,7.913043478260869,0.0,0.0,0.0,2.45,23.0
